Bark Lake ,Baskatong ,Cabonga ,Carillon et Hull ,Chelsea ,Chenaux et Noire ,Chute-des-Chats ,Des Joachims ,Dozois ,High Falls ,Kamaniskeg ,Kiamika ,Kipawa ,Lac Temiscamingue a Angliers ,Lac Victoria et lac Granet ,Lac des Quinze ,Lac du poisson blanc ,Lady Evelyn ,Lower Notch et Indian Chute ,Madawaska-Arnprior ,Maniwaki ,Masson ,Mistinikon ,Mitchinamecus ,Mont-Laurier ,Mountain Chute ,Otto Holden ,Paugan ,Rabbit Lake ,Rapide 2 ,Rapide 7 ,Riviere Blanche ,Riviere Bonnechere ,Riviere Coulonge ,Riviere Dumoine ,Riviere Kinojevis ,Riviere Mattawa ,Riviere Mississippi ,Riviere Petawawa ,Riviere Petite Nation ,Riviere Rideau ,Riviere Rouge ,Riviere South Nation
17.286,27,13,46.661,6.3516,27.254,10.506,8.6311,45.29,8.188,26.109,5.968,39.868,16.063,7.6091,28.246,11.194,3.6218,10.006,6.7843,21.573,5.327,5.968,9.0418,30.669,12.801,8.2102,17.634,1.6121,2.1339,10.98,5.722,17.23,18,16.878,8.303,13.803,41,21,12.283,54.212,36,17.425
17.048,10,13,46.343,6.3247,26.895,10.483,8.5353,45.008,8.159,26.546,5.925,35.607,16.045,7.59,28.101,11.092,3.6151,9.9461,6.7708,21.439,5.3,5.9389,9.9122,30.434,12.742,8.1661,17.566,1.6073,2.122,10.947,5.686,17.089,18,16.693,8.201,13.767,83.254,21,12.081,54.212,36,17.425
16.792,59,13,46.028,6.2991,26.542,10.497,8.4401,44.728,8.13,26.977,5.881,34.798,16.025,7.571,27.955,10.993,3.6088,9.8868,6.742,21.308,5.275,5.9091,9.0398,30.204,12.637,8.123,17.5,1.6027,2.11,10.913,5.648,16.952,18,16.51,8.1,13.732,83.254,21,11.885,54.212,36,19.361
16.523,17,13,45.718,6.2745,26.195,10.529,8.3451,44.449,8.102,27.188,5.838,31.073,16.005,7.552,27.807,10.896,3.6019,9.8261,6.7012,21.183,5.249,5.8799,8.958,29.978,12.485,8.081,17.436,1.5979,2.098,10.88,5.611,16.819,18,16.328,8,13.698,85.191,20,11.697,54.212,47,19.361
16.25,60,12,45.412,6.251,25.852,10.564,8.2503,44.173,8.076,27.102,5.795,30.092,15.983,7.5331,27.658,10.801,3.5949,9.7659,6.6525,21.061,5.225,5.8501,8.0419,29.757,12.298,8.04,17.374,1.5931,2.086,10.846,5.573,16.686,18,16.148,7.902,13.664,85.191,20,11.514,54.212,47,23.234
15.977,71,10,45.109,6.2285,25.514,10.567,8.1561,43.899,8.05,26.707,5.752,31.88,15.96,7.515,27.507,10.708,3.5878,9.7049,6.6001,20.942,5.201,5.8209,7.9581,29.54,12.09,8,17.314,1.5884,2.074,10.812,5.535,16.545,18,15.969,7.805,13.631,85.191,19,11.337,54.212,47,23.234
15.71,7,12,44.811,6.207,25.18,10.479,8.0637,43.626,8.025,26.171,5.709,30.861,15.936,7.4972,27.355,10.617,3.5802,9.6431,6.5494,20.824,5.177,5.7911,7.0419,29.326,11.913,7.9619,17.254,1.5839,2.062,10.778,5.496,16.38,16,15.791,7.709,13.598,90.999,19,11.166,54.212,47,23.234
15.454,79,13,44.517,6.187,24.851,10.394,7.9775,43.355,8,25.627,5.666,32.305,15.911,7.4809,27.202,10.529,3.5732,9.5816,6.5102,20.71,5.154,5.7619,6.9581,29.116,11.781,7.9278,17.196,1.5801,2.0501,10.743,5.458,16.222,16,15.62,7.615,13.566,85.191,19,10.999,54.212,47,19.361
15.213,30,14,44.228,6.1689,24.53,10.312,7.8937,43.093,7.976,25.108,5.627,30.182,15.891,7.4641,27.058,10.442,3.5664,9.524,6.4957,20.598,5.131,5.7321,6.044,28.914,11.723,7.9015,17.139,1.5777,2.0401,10.709,5.425,16.126,16,15.451,7.534,13.534,77.446,19,10.837,54.212,47,17.425
14.982,44,10,43.94,6.1534,24.292,10.232,7.8111,42.832,7.953,24.626,5.588,30.946,15.871,7.4479,26.913,10.358,3.5603,9.466,6.5271,20.488,5.109,5.703,6.0021,28.714,11.803,7.8938,17.083,1.5784,2.0321,10.677,5.4,16.42,16,15.283,7.472,13.593,73.574,19,10.68,54.212,47,13.553
14.761,34,11,43.656,6.1427,24.056,10.154,7.7286,42.574,7.93,24.199,5.549,35.609,15.849,7.4314,26.768,10.274,3.5565,9.4082,6.6425,21.389,5.088,5.6739,6.0022,28.518,12.148,7.9345,17.028,1.5859,2.025,10.647,5.374,17.206,16,15.117,7.426,14.234,77.446,19,10.529,54.212,47,19.361
14.552,37,14,43.375,6.1411,23.822,10.236,7.6472,42.316,7.908,23.886,5.51,37.107,15.827,7.4179,26.622,10.192,3.5628,9.3518,6.9113,25.11,5.066,5.6441,6.046,28.324,13.017,8.1007,17.014,1.6087,2.0181,10.637,5.348,18.851,16,14.953,7.386,15.422,79.382,19,10.474,54.212,47,29.042
14.379,11,11,43.098,6.1566,23.59,10.814,7.5662,42.06,7.886,23.898,5.471,36.099,15.805,7.4239,26.475,10.112,3.6039,9.3005,7.4607,29.874,5.045,5.615,7.002,28.133,14.717,8.546,17.325,1.665,2.012,10.705,5.321,21.256,16,14.789,7.346,16.43,77.446,19,10.532,54.212,47,32.915
14.429,13,10,42.828,6.2051,23.36,11.513,7.4855,41.806,7.864,24.792,5.432,39.193,15.781,7.5975,26.328,10.037,3.7707,9.2959,8.455,33.201,5.025,5.5857,7.9981,28.021,17.481,9.6239,17.801,1.7954,2.0063,11.106,5.295,24.239,16,14.628,7.305,18.602,75.51,20,10.558,54.212,47,36.787
16.291,12,13,42.572,6.3172,23.132,14.999,7.4056,41.63,7.843,28.616,5.394,47.837,15.889,9.2169,26.181,9.9851,4.3871,9.668,10.06,55.398,5.054,5.5624,8.9561,28.384,42.504,12.377,19.405,2.0897,2.0041,12.918,5.267,62.894,16,14.468,7.263,57.546,77.446,21,10.485,63.893,47,36.787
18.37,45,20,42.353,6.5535,25.473,41.647,7.3267,42.212,7.839,67.467,5.355,61.559,16.103,11.564,26.033,10.066,5.1185,10.188,23.78,167.74,5.349,5.5425,9.0439,34.451,52.777,14.85,27.236,2.3778,2.0041,15.1,5.24,79.076,16,14.327,7.221,82.84,81.318,22,10.834,67.765,47,44.531
19.132,110,17,42.231,6.8692,28.022,47.41,7.2491,43.364,7.878,76.662,5.316,60.139,16.249,13.295,25.885,10.286,5.5915,10.972,28.314,200.45,5.742,5.5267,10.002,41.357,60.909,16.044,35.488,2.6712,2.0049,16.838,5.212,85.148,16,14.211,7.177,94.84,90.999,23,11.466,100.68,47,162.64
19.119,193,11,42.261,7.2012,32.289,45.877,7.1749,45.077,7.918,79.905,5.278,57.579,16.428,14.192,25.736,10.544,5.9913,11.853,32.525,204.77,5.981,5.5407,11,44.766,65.945,16.504,39.496,2.9739,2.005,18.124,5.184,82.139,18,14.086,7.133,95.684,104.55,24,11.871,305.91,47,381.42
19.097,187,11,42.748,7.591,37.696,41.662,7.1123,47.008,7.958,80.712,5.239,54.463,16.931,14.557,25.586,10.8,6.5528,12.4,36.684,201.17,6.13,5.6089,12.002,46.552,70.044,16.936,40.95,3.2323,2.0051,19.001,5.155,76.126,20,13.997,7.088,92.718,121.98,25,12.072,431.76,47,565.36
19.539,197,13,44.458,8.1471,42.576,37.621,7.0873,48.665,8.072,85.524,5.2,50.637,17.775,14.667,25.437,11.067,7.1954,12.543,41.743,197.41,6.3,5.708,13.046,47.487,75.88,17.513,41.228,3.4424,2.0059,19.536,5.127,70.714,24,13.994,7.043,90.039,137.47,26,12.31,592.46,153,691.21
23.024,191,18,49.321,9.0168,45.951,35.035,7.1879,49.783,8.27,106.14,5.162,52.947,18.649,14.704,25.288,11.553,7.7295,12.471,49.471,194.2,6.471,5.7912,15.002,47.254,86.389,18.073,40.742,3.6972,2.006,20.031,5.098,69.73,29,14.041,6.998,88.325,154.89,27,12.748,598.27,153,772.52
100.74,191,23,62.72,10.451,51.897,62.073,7.7144,50.462,8.901,177.34,5.124,56.512,19.943,15.017,25.139,13.563,8.1794,12.568,62.58,198.38,7.065,5.8359,17,46.681,105.61,18.555,40.968,4.1474,2.006,21.369,5.069,95.419,34,14.12,6.952,89.684,172.32,27,15.592,613.76,153,849.97
168.26,177,32,85.944,12.65,68.252,95.566,9.6855,56.946,11.558,275.15,5.307,59.429,21.654,17.255,24.989,20.319,8.6782,12.976,78.869,221.53,9.269,5.8396,19,65.195,126.69,19.155,102.39,4.9179,2.0059,25.839,5.04,142.43,40,16.087,6.906,101.61,205.23,30,53.039,729.93,153,942.9
197.02,208,52,95.909,14.868,82.433,106.83,12.726,63.757,14.423,337.92,6.518,54.974,22.688,19.77,24.839,25.492,9.0625,13.752,93.824,242.52,11.7,5.816,21,90.673,139.96,19.392,127.44,5.5882,2.005,29.296,5.011,170.36,40,18.399,6.859,112.1,247.83,36,78.606,844.16,153,1386.3
191.1,280,40,95.176,16.328,96.897,98.809,15.502,68.724,15.65,347.42,7.995,50.484,23.06,20.893,24.688,28.324,9.2772,14.816,103.68,243.28,12.766,5.8085,22.998,103.16,143.83,19.22,134.93,6.0859,2.004,30.721,4.981,170.04,40,19.276,6.811,110.69,261.38,39,87.593,865.46,153,1709.6
174.85,209,26,91.658,16.986,111.06,83.913,17.62,72.4,15.903,326.2,9.46,51.929,23.807,20.987,24.537,29.98,9.6276,15.766,107.88,247.92,12.728,5.8614,24.952,102.43,142.42,19.065,130.01,6.3968,2.003,30.829,4.951,157.03,44,19.614,6.762,110.47,269.12,41,83.878,832.54,153,1841.3
161.48,365,23,88.72,17.154,121.92,70.077,19.16,74.864,16.162,302.29,10.59,53.279,25.307,20.551,24.387,31.175,10.099,16.207,107.63,254.1,12.338,5.9739,25.95,98.335,139.14,19.049,123.04,6.4823,2.0019,30.22,4.921,141.27,48,20.419,6.713,115.05,282.68,41,74.096,805.44,153,1634.1
152.57,218,21,86.307,17.103,128.19,59.653,20.296,76.119,16.586,289.57,11.087,53.676,26.964,19.947,24.237,32.212,10.49,16.193,104.57,255.98,11.853,6.0857,25.952,92.637,135.18,19.08,115.02,6.3753,2,29.254,4.89,128.14,52,21.623,6.664,122.45,294.29,41,64.261,772.52,153,1436.6
146.9,211,20,83.9,16.976,130.07,52.857,21.189,76.282,16.845,288.14,11.034,53.644,28.087,19.335,24.086,33.072,10.63,15.941,100.16,252.73,11.305,6.1468,24.998,85.942,130.71,19.035,107.44,6.1573,1.9981,28.147,4.86,119.42,62,22.609,6.614,127.53,294.29,41,58.313,729.93,153,1146.2
150.84,208,19,81.614,16.857,128.78,50.95,22.084,75.677,16.753,293.29,10.676,53.139,28.477,18.766,23.936,33.674,10.504,15.607,95.555,245.68,10.774,6.1417,23.998,79.021,125.89,18.875,102.61,5.9089,1.9969,27.055,4.829,120.49,62,23.077,6.565,129.4,286.55,41,57.922,691.21,160,894.5
151.85,170,24,79.843,16.796,125.65,50.375,23.123,74.637,16.374,295.07,10.21,51.496,28.31,18.241,23.785,33.96,10.202,15.265,91.187,235.78,10.295,6.0854,22.958,72.735,120.58,18.657,98.84,5.6963,1.9941,26.039,4.799,123.3,62,23.097,6.516,127.19,274.93,42,62.991,640.87,151,685.4
144.66,221,21,79.752,16.906,121.86,47.831,24.115,73.484,15.802,283.84,9.743,49.187,27.76,17.72,23.634,33.89,9.8321,14.925,87.218,224.13,9.808,6.0003,21.09,67.428,114.81,18.533,94.403,5.5892,1.992,25.152,4.768,121.23,62,22.828,6.467,120.96,261.38,42,70.925,598.27,142,575.04
138.21,151,17,84.264,17.491,117.36,46.26,24.987,71.758,15.014,269.67,9.296,47.124,27.092,17.055,23.483,33.379,9.5606,14.651,84.36,212.32,9.28,5.9091,21.008,60.62,110.3,18.816,87.551,5.7054,1.9893,24.493,4.737,116.19,62,22.228,6.416,112.41,247.83,43,74.974,538.25,135,383.36
135.36,155,19,101.31,37.24,113.16,45.416,26.394,70.435,14.826,258.53,8.84,53.168,26.501,16.84,23.331,33.423,9.7831,14.637,83.5,207.56,9.264,5.9073,21.092,59.434,107.84,20.292,89.034,6.3032,1.9903,25.077,4.705,112.29,62,22.038,6.365,106.24,238.15,44,75.998,522.76,156,303.98
142.32,166,28,275.73,44.423,115.39,47.225,31.073,72.817,15.596,258.36,8.937,62.081,27.547,19.155,23.181,38.217,11.617,16.419,85.969,215.84,9.886,6.777,23.005,71.56,108.16,24.872,102.84,7.9079,2.0512,30.107,4.674,116.64,113,23.473,6.316,107.04,236.21,90.999,79.98,493.72,182,274.93
188.96,136,39,404.25,56.518,260.74,52.901,44.921,90.504,18.096,276.44,10.681,73.749,44.935,29.881,23.032,98.221,35.002,26.425,92.902,258.2,11.547,10.537,25.009,224.57,112.06,71.535,135.73,21.962,3.0611,46.553,4.643,143.36,255.57,31.081,6.266,131.54,230.4,102.62,92.453,478.23,195,274.93
249.18,260,118.11,568.2,73.09,328.45,57.871,139.73,118.15,22.442,299.75,40.262,90.378,178.15,95.274,35.268,134.03,61.688,102.41,104.74,317.57,27.691,19.858,52.644,326.92,119.45,113.35,179.12,32.636,6.4806,141.54,7.169,188.35,334.95,46.971,6.441,177.94,226.53,141.34,111.08,441.44,206,249.76
318.86,770.59,203.3,774.81,93.706,528.36,72.666,222.6,174.21,61.475,314.24,83.502,218.4,349.75,144.3,66.604,195.8,96.436,191.59,121.64,439.58,37.397,65.006,64.176,442.55,128.24,164.99,261.98,46.961,25.17,205.85,12.822,252.13,348.51,183.94,9.153,223.03,232.34,172.32,137.14,398.85,193,238.15
350.38,1173.3,263.32,902.17,112.78,682.78,80.646,305.99,444.08,82.691,317.22,123.06,258.75,478.36,186.66,94.543,234.25,121.6,260.1,138.65,566.69,47.695,88.157,81.318,541.23,135.32,204.98,343.03,55.265,34.372,254.66,17.649,294.76,362.06,283.86,14.988,248.29,236.21,207.17,161.53,406.59,745.42,342.7
345.43,1709.6,300.1,933.32,124.5,767.99,77.831,357.63,499.68,94.858,313.21,140.75,277.64,502.57,204.75,110.72,244.5,129.53,281.01,150.77,625.16,52.832,102.29,98.461,589.5,138.48,216.64,377.88,56.255,36.862,270.69,20.622,293.46,389.17,323.36,21.607,256.56,240.08,230.4,170.84,398.85,735.74,364
329.88,1638,228.47,923.54,128.94,824.32,71.175,375.4,516.39,96.964,309.84,140.96,284.77,466.61,201.9,117.51,243.51,127.09,269.22,156.95,630.18,52.843,110.72,109.99,604.21,138.07,205.95,382.18,53.002,35.732,265.23,44.258,267.44,431.76,313.06,27.012,262.95,245.89,240.08,165.25,369.8,710.57,280.74
317.53,1426.9,176.19,902.96,129.04,862.34,64.76,374.39,515.13,93.828,309.88,132.24,281.85,418.32,191.29,115.84,242.02,121.69,245.77,158.56,611.42,50.22,115.99,114.23,596.95,135.18,188.45,374.41,48.644,33.521,253.87,47.167,235.01,431.76,287.69,30.17,274.6,249.76,242.02,154.3,342.7,697.01,207.17
309.82,1316.6,127.79,897.29,127.7,892.58,60.114,369.46,504.73,89.224,311.29,120.05,313.68,374.53,180.42,108.17,246.24,116.14,221.19,157.44,585.36,47.064,118.13,118.37,576.53,130.76,174.48,363.3,45.058,30.773,242.37,47.618,206.72,402.72,263.26,31.046,287.4,253.64,234.27,146.17,305.91,770.59,164.57
305.45,1295.3,90.999,917.35,127.04,921.43,58.923,370.66,492.07,87.051,310.31,108.83,317.33,339.68,173.07,98.604,262.83,110.84,202.62,155.26,561.33,45.35,118.29,127.68,553.93,125.46,168.19,355.05,43.941,28.407,234.49,45.951,187.64,375.61,248.52,30.396,294.78,251.7,220.72,147.34,278.81,619.57,133.59
300.57,1181.1,121.98,963.95,127.86,962.32,58.466,381.77,489.96,89.003,303.39,106.8,320.74,323.32,171.6,91.155,288.78,106.83,203.76,152.94,539.08,45.924,124.17,134.89,536.93,119.55,167.75,353.27,46.067,27.114,233.13,44.824,174.56,348.51,246.92,29.163,293.27,251.7,228.47,160.72,243.95,565.36,123.91
291.49,1258.5,156.83,1005.8,129.59,1000.1,57.902,394.9,490.85,93.404,289.84,114.42,313.04,320.3,171.85,88.501,317.1,103.21,211.62,150.23,516.16,47.96,131.27,129.35,524.87,113.28,168.31,358.5,48.64,26.814,232.76,44.299,163.63,348.51,247.23,28.654,282.48,245.89,240.08,180.05,211.04,586.65,116.17
282.79,1169.4,147.15,1012.5,130.93,1017.2,57.314,401.27,488.94,96.647,273.44,128.93,309.65,313.33,171.53,86.702,336.21,99.355,215.14,146.42,498.33,49.738,131.74,116.44,523.81,107.05,168.4,362.62,51.246,26.847,231.66,42.74,154.17,348.51,242.44,28.932,267.77,242.02,243.95,195.73,162.64,685.4,116.17
274.74,1190.7,121.98,1003.1,131.03,1016.5,55.618,399.47,477.73,96.033,256.13,136.47,308.64,304.29,170.25,91.394,359.45,97.594,216.09,140.83,473.72,49.67,129.53,108.99,516.39,101.28,170.45,356.68,54.53,28.463,230.56,41.834,144.77,348.51,227.94,29.895,252.2,232.34,245.89,202.31,120.04,731.86,100.68
269.47,1084.2,94.871,997.52,131.16,1012.2,54.007,397.9,487.46,96,239.97,137.32,313.83,332.13,171.06,105.31,386.53,100.22,225.7,133.79,468.78,49.492,133.32,112.83,523.28,96.201,177.33,356.87,59.54,32.055,232.65,44.295,137.93,348.51,230.36,33.301,237.18,230.4,243.95,202.21,104.55,654.42,79.382
263.24,1095.9,98.744,994.75,131.51,997.33,52.553,398.98,521.68,97.499,225.39,133.92,324.36,384.02,174.35,237.29,409.9,105.6,242.81,125.66,468.04,49.68,146.03,127.33,536.04,91.744,188.79,354.45,66.633,36.086,237.8,51.835,132.73,334.95,239.11,41.811,222.08,226.53,240.08,199.68,77.446,646.67,63.893
255.36,1080.4,106.49,994.12,132.23,972.02,51.306,405.26,565.78,99.727,211.97,131.14,320.88,437.43,179.53,307.58,428.41,111.56,260.82,116.86,464.37,50.065,160.5,132.85,547.02,87.69,201.8,347.23,74.46,40.87,245.12,61.626,127.88,321.4,250,108.52,207.19,220.72,238.15,198.11,102.62,598.27,61.957
246.16,1142.3,125.85,987.63,133.57,937.99,50.216,414.28,601.77,101.36,199.44,127.7,334.62,470.48,185.05,357.32,438.67,116.79,274.2,107.74,456.95,50.21,170.97,123.64,554.13,83.915,215.24,335.75,82.042,45.077,252.59,68.815,123.63,307.85,258.75,136.84,194.47,212.98,234.27,197.74,77.446,582.78,60.021
236.09,1028.1,127.79,975.03,134.96,898.49,49.192,425.95,696.94,102.19,187.67,130.05,342.83,502.28,193.55,471.36,444.21,122.54,290.58,98.622,447,50.156,181.42,109.05,564.81,80.35,228.18,320.86,90.097,51.132,264.15,82.972,119.66,294.29,266.98,180.53,183,207.17,218.78,197.35,85.191,544.06,54.212
225.62,1018.4,108.42,955.22,135.61,856.34,48.131,446.82,919.73,104.06,176.62,140.79,353.75,563.03,208.85,739.42,441.62,130.63,318.94,89.696,433.93,50.586,198.38,106.96,586.9,76.96,241.4,303.92,98.624,60.967,281.86,125.1,115.64,294.29,287.23,269.38,171.34,201.36,212.98,196.5,104.55,534.38,50.34
215.34,863.52,92.935,932.12,134.37,812.87,47.095,475.67,1194.3,109.19,166.32,166.19,384.46,615.1,224.96,961.18,432.05,138.2,340.53,81.055,418.73,52.231,215.07,114.33,622.1,73.754,252.94,286.14,105.04,68.24,298.77,170.02,111.86,307.85,311.97,363.69,160.34,207.17,209.1,194.56,100.68,516.95,34.851
205.52,1190.7,102.62,908.07,131.08,770.41,46.069,495.34,1359.2,113.36,156.77,179.84,421.75,630.2,234.56,1003.9,417.76,142.61,347.65,72.842,401.48,56.801,225.29,123.63,645.8,70.71,259.06,268.66,107.4,71.264,307.32,195.71,108.26,334.95,324.46,404.5,150.53,199.42,205.23,190.74,100.68,598.27,29.042
196.25,1357.2,141.34,882.19,126.24,730.3,45.052,498.97,1412.2,113.29,147.93,173.72,461.15,624.91,238.22,967.55,401,144.84,347.42,65.246,384,60.884,230.91,127.4,645.38,67.819,261.46,253.38,107.03,72.904,310.13,213.25,104.9,348.51,326.11,402.31,141.79,180.06,203.3,186.1,58.084,565.36,27.106
187.71,1082.3,172.32,853.2,120.47,692.68,44.181,497.98,1433.8,113.28,139.79,165.2,465.16,620.36,241.94,954.6,383.3,146.7,348.76,58.425,367.42,63.479,238.13,123.62,634.96,65.076,262.77,239.23,105.2,75.258,313.35,232.4,102.33,348.51,332.61,397.63,134.16,180.06,201.36,181.58,58.084,530.5,23.234
179.54,1088.1,166.51,821.18,114.32,657.23,43.306,493.97,1467.7,114.86,132.25,161.87,423.71,613.66,245.85,929.47,364.89,147.7,347.4,52.435,351.31,66.681,244.79,113.94,615.15,62.464,261.75,226.72,102.32,76.429,315.61,244.46,99.824,334.95,344.81,398.13,127.24,178.13,205.23,177.76,71.638,495.65,21.298
171.6,973.88,154.89,788.05,108.17,624.04,42.388,484.6,1480.5,115.76,125.23,162.4,417.7,596.7,247.5,891.64,346.26,147.02,343.76,47.269,335.71,69.01,246.26,98.486,587.51,59.984,258.11,215.11,98.856,76.416,314.76,247.71,97.03,321.4,350.79,405.43,120.66,160.7,193.61,173.24,63.893,501.46,19.361
163.96,956.46,160.7,755.95,102.27,596.12,41.513,469.94,1445.9,116.37,118.69,161.52,436.66,576.04,246.37,829.85,329.65,145.56,338.15,42.857,328.14,69.022,242.43,77.928,570.16,57.626,254.04,206.61,96.008,75.682,311.27,247.42,94.174,307.85,349.88,408,114.56,154.89,185.87,166.98,28,466.61,17.425
156.67,1053.3,147.15,724.45,96.699,569.96,40.644,452.77,1384.5,123.63,112.61,157.24,500.53,555.81,243.57,772.14,313.6,145.14,329.15,39.095,322.27,66.966,235.26,66.954,555.56,55.387,252.16,199.21,92.742,75.21,306.74,245.77,91.404,294.29,351.41,394.26,109.35,149.08,183.93,158.96,15,470.48,17.425
149.76,762.84,127.79,693.94,91.535,547.08,39.778,433.33,1346.3,132.53,106.95,152,447.83,532.6,241.53,735.89,297.7,145.4,319.83,35.877,312.09,63.544,228.23,78.282,533.06,53.263,247.85,190.95,88.927,75.138,304.15,243.45,88.875,280.74,356.43,374.3,105.03,133.59,178.13,150.25,15,474.36,15.489
143.22,954.52,106.49,665.14,86.809,526.98,38.922,411.41,1339.9,136.56,101.69,149.26,459.99,508.55,240.61,699.18,281.92,146.21,310.11,33.098,300.24,59.813,221.4,106.19,509.38,51.236,239.83,182.71,84.765,74.431,302.85,237.89,86.372,294.29,361.52,355.75,100.33,118.11,174.25,141.94,7,331.08,13.553
137,1008.7,104.55,637.98,82.581,507.93,38.084,389.26,1336.7,134.73,96.784,147.09,424.95,489.71,239.75,672.72,266.49,147.02,301.92,30.682,288.45,56.204,214.16,128.22,484.71,49.302,229.86,174.93,80.352,73.279,300.86,233.36,83.82,307.85,364.91,340.78,95.293,110.36,170.38,134.06,7,325.27,13.553
131.1,948.71,73.574,612.19,78.72,488.9,37.275,369.34,1312.5,130.16,92.215,146.37,414.2,472.28,238.55,658.62,251.53,146.45,295.32,28.564,276.68,52.824,206.74,120.5,464,47.457,219.68,167.54,75.818,71.986,298.17,228.95,81.307,307.85,370.39,328.91,90.6,102.62,166.51,126.66,8,393.04,15.489
125.5,1002.9,77.446,587.45,75.138,469.94,36.494,350.62,1263.3,123.84,87.957,141.35,410.95,454.49,235.98,660.21,237.12,144.7,291.06,26.694,264.87,50.274,202.68,83.423,442.49,45.699,209.78,160.47,71.291,70.716,293.06,224.77,78.875,321.4,377.68,314.91,86.424,100.68,164.57,119.8,15,393.04,17.425
120.16,844.16,75.51,563.61,71.783,450.93,35.737,332.2,1200.6,116.61,83.986,131.71,413.48,436.43,230.81,686.35,223.39,142.37,289.01,25.023,253,47.956,202.81,49.695,420.73,44.022,200.35,153.56,66.938,69.382,284.83,219.25,76.505,307.85,384.98,296.6,82.517,96.807,162.64,113.59,28,377.55,17.425
115.11,813.18,75.51,540.71,68.627,432.25,35.011,315.32,1133.6,109.66,80.284,119.92,391.82,419.27,223.86,689.97,210.19,138.59,288.56,23.518,241.59,45.693,204.42,41.61,399.7,42.417,191.5,146.91,62.873,67.756,274.41,212.65,74.271,307.85,392.07,277.12,78.803,89.063,160.7,108.08,22,342.7,17.425
