Bark Lake ,Baskatong ,Cabonga ,Carillon et Hull ,Chelsea ,Chenaux et Noire ,Chute-des-Chats ,Des Joachims ,Dozois ,High Falls ,Kamaniskeg ,Kiamika ,Kipawa ,Lac Temiscamingue a Angliers ,Lac Victoria et lac Granet ,Lac des Quinze ,Lac du poisson blanc ,Lady Evelyn ,Lower Notch et Indian Chute ,Madawaska-Arnprior ,Maniwaki ,Masson ,Mistinikon ,Mitchinamecus ,Mont-Laurier ,Mountain Chute ,Otto Holden ,Paugan ,Rabbit Lake ,Rapide 2 ,Rapide 7 ,Riviere Blanche ,Riviere Bonnechere ,Riviere Coulonge ,Riviere Dumoine ,Riviere Kinojevis ,Riviere Mattawa ,Riviere Mississippi ,Riviere Petawawa ,Riviere Petite Nation ,Riviere Rideau ,Riviere Rouge ,Riviere South Nation
110.29,749.29,71.638,518.83,65.665,414.06,34.297,299.14,1070.6,103.2,76.823,107.76,383.9,402.37,215.8,659.37,197.31,132.82,286.86,22.163,230.69,43.902,204.67,52.375,379.72,40.884,183.12,140.5,59.115,65.498,262.54,205.04,72.116,294.29,391.8,256.54,75.183,85.191,158.76,103.18,28,329.15,17.425
105.69,569.23,65.829,497.94,62.896,396.41,33.588,283.7,1010.8,97.055,73.583,96.331,376.7,385.87,207.21,615.5,184.68,125.42,282.27,20.947,219.35,42.272,202.68,65.107,358.98,39.42,175.17,134.11,55.629,62.673,249.86,196.36,70.025,294.29,383.26,238.9,71.682,83.254,156.83,98.72,25,321.4,8
101.32,710.57,67.765,478.15,60.363,379.37,32.893,268.83,952.22,90.666,70.563,86.108,365.8,370.15,198.34,564.43,172.11,117.07,272.07,19.869,210.07,40.677,198.01,63.51,342.52,38.032,167.57,128.49,52.441,59.467,236.93,186,68.007,280.74,371.49,222.87,68.331,39,149.08,94.196,22,315.59,7
97.158,662.16,63.893,459.51,58.117,363.24,32.208,254.72,892.72,85.51,67.746,77.034,372.65,355.21,189.19,514.42,160.13,108.6,257.29,18.934,201.22,39.102,190.17,54.297,326.61,36.725,160.6,123.22,49.492,56.168,224.11,174.5,66.04,267.19,358.71,208.52,65.299,35,143.28,89.316,15,315.59,7
93.204,528.57,50.34,442.39,56.27,347.95,31.534,241.44,836.49,81.194,65.12,69.368,375.61,341.01,180.09,472.42,148.91,100.37,241.96,18.173,192.81,37.643,179.71,46.754,312.01,35.511,154.06,118.24,46.752,53.021,211.95,163.35,64.135,255.57,346.13,196.5,62.557,33,137.47,84.745,15,273,5
89.446,373.68,108.42,427.85,55.049,333.4,30.866,228.97,784.39,77.225,62.689,63.105,347.79,331.53,171.36,437.47,139.04,92.929,230.4,17.643,184.85,36.345,168.76,44.913,298.15,34.421,147.85,113.57,44.208,50.156,201.19,158.68,62.272,294.29,333.35,185.98,59.992,31,133.59,80.468,15,273,5
85.882,598.27,178.13,418.85,54.903,349.92,30.756,217.31,759.63,74.956,60.479,58.723,311.33,323.4,165.13,411.39,133.98,86.364,220.7,17.458,183.63,35.877,157.76,50.626,288.41,33.507,141.96,118.48,41.831,47.784,194.27,155.86,60.476,280.74,321.52,176.63,57.595,32,127.79,76.793,10,269.12,4
82.571,650.55,367.87,407.68,55.25,357.96,30.514,206.65,740.17,73.448,58.63,55.403,305.14,312.96,159.8,388.33,128.66,80.466,211.25,17.636,183.67,35.736,146.17,62.046,279.93,32.862,136.39,125.03,39.606,45.484,187.42,150.06,58.752,307.85,310.89,168.71,55.368,33,121.98,73.812,10,307.85,4
80.071,582.78,313.66,396.68,55.457,361.54,30.278,197.56,714.32,71.324,57.649,52.607,313.27,301.01,153.62,367.93,123.23,75.192,202.21,18.234,179.64,35.209,134.95,75.219,269.8,32.678,131.19,125.47,37.526,43.279,179.76,143.59,57.18,321.4,299.93,161.32,53.293,30,120.04,70.925,9,414.34,6
77.874,898.37,162.64,392.3,55.846,365.47,29.836,192.16,684.72,68.861,57.446,50.295,318.34,289.22,146.85,353.25,121.34,70.633,193.58,19.381,173.93,34.452,124.94,82.615,261.09,33.083,126.53,123.05,35.604,41.329,172,137.1,56.108,348.51,289.47,154.27,51.354,29,116.17,67.876,7,491.78,9
78.488,451.12,168.44,404.85,57.413,376.99,32.324,197.62,657.42,74.029,58.861,50.841,334.76,280.49,141.02,340.98,139.8,66.615,186.07,21.422,169.04,37.588,116.4,77.353,266.16,34.471,122.89,125.76,33.867,39.819,165.72,130.59,60.195,348.51,286.59,147.37,53.275,28,112.3,65.421,8,582.78,9
78.354,635.06,247.83,407.44,59.126,381.98,33.89,207.63,631.55,80.948,60.574,53.577,350.93,272.73,135.66,328.14,149.65,62.987,179.24,23.456,164.93,41.53,109.01,70.263,275.24,35.958,119.16,128.81,32.231,38.247,159.33,123.54,63.544,348.51,285.41,140.87,55.879,29,112.3,63.519,15,774.46,12
77.03,817.05,214.91,399.2,59.599,383.43,33.708,212.24,606.09,83.198,61.339,55.767,329.3,264.03,130.07,315.11,150.75,59.661,173.18,24.794,160.07,42.992,102.05,74.317,276.71,36.764,115.01,127.98,30.69,36.599,152.6,116.23,63.403,375.61,279.93,134.71,55.788,31,116.17,62.557,17,890.63,15
75.336,1188.8,118.11,385.66,58.704,381.63,32.678,210.34,580.79,81.523,61.595,57.409,323.26,254.87,124.32,302.47,147.49,56.568,167.43,25.315,154.52,42.407,95.35,93.104,272.8,36.92,110.78,125.33,29.232,35.006,145.72,109.39,61.246,402.72,271.8,128.69,54.452,35,129.72,61.734,25,911.93,16
73.618,1155.9,89.063,371.76,56.903,376.06,31.53,204.46,555.75,78.033,62.108,57.275,294.02,246.07,118.63,289.74,142.75,53.668,161.63,25.166,148.77,40.76,88.995,115.23,266.63,36.696,106.75,121.62,27.848,33.472,138.91,103.09,58.538,402.72,263.74,122.84,53.955,35,127.79,60.472,33,855.78,16
71.796,925.48,71.638,358.61,54.659,367.15,30.632,196.95,531.49,74.271,63.165,55.252,284.96,237.37,113.14,277.22,137.72,50.965,155.73,24.554,142.95,38.793,83.163,118.73,258.09,18.717,102.96,117.06,26.541,31.976,132.32,96.339,28.945,389.17,256.5,117.32,28.171,37,123.91,59.236,20,774.46,14
69.756,933.22,94.871,345.8,52.237,354.7,15.508,189.21,506.75,70.495,33.232,52.104,276.35,229.96,107.78,265.14,132.5,48.541,150.73,12.218,70.413,36.75,78.364,96.246,246.67,18.379,99.342,110.9,25.336,30.52,126.05,91.152,27.894,362.06,249.38,112.12,28.443,39,120.04,58.412,22,722.18,14
67.496,958.39,110.36,333.21,49.929,341.63,15.259,181.79,486.83,67.15,33.558,48.696,284.96,222.85,102.91,254.16,127.01,46.309,146.25,11.678,67.75,34.988,73.994,62.615,235.07,17.96,95.843,106.51,24.258,29.156,120.32,86.273,27.071,334.95,242.29,107.27,28.24,40,118.11,57.806,25,547.93,12
65.086,815.12,178.13,320.92,47.738,328.1,15.079,174.68,471.9,64.106,33.391,45.362,306.84,216.29,98.651,246.14,121.4,44.162,142.14,11.117,65.153,33.495,70.507,42.057,223.84,17.513,92.426,102.23,23.199,28.076,115.39,81.62,26.412,307.85,235.13,102.73,27.545,39,112.3,56.756,22,526.63,10
62.681,656.35,152.96,308.89,45.637,314.57,14.878,167.62,459.66,61.32,32.831,42.291,304.36,211.43,94.753,238.53,115.55,42.1,141.75,10.576,62.614,32.229,78.813,49.248,213.34,17.149,89.148,98.066,22.151,26.996,110.76,82.267,25.851,294.29,228.02,98.486,26.597,38,108.42,56.766,19,466.61,9
60.431,642.8,145.21,297.3,43.575,302.78,15.034,159.67,450.17,57.839,32.374,39.556,294.68,206.28,90.867,230.42,109.3,40.136,141.31,10.098,60.345,30.651,89.938,73.202,217.97,17.022,86.062,93.607,21.125,25.844,106.31,83.866,25.158,294.29,220.02,94.633,25.293,35,106.49,56.948,13,385.29,6
58.354,689.27,131.66,286.65,41.821,291.76,14.999,152.01,441.71,56.024,31.904,37.616,265.02,200.1,87.117,222.46,102.82,38.289,138.85,9.7045,58.255,29.964,92.827,89.801,227.75,16.989,83.119,90.546,20.151,24.732,102.08,82.443,24.454,294.29,213.29,90.962,24.296,32,100.68,56.46,10,396.91,5
29.088,973.88,116.17,276.87,40.284,282.27,14.691,144.84,432.25,54.23,31.074,36.293,258.09,193.14,83.465,214.31,96.608,36.56,134.84,9.3652,56.195,29.271,89.431,82.6,227.25,16.835,80.337,87.438,19.257,23.666,97.983,79.603,23.765,280.74,206.7,87.245,23.348,29,94.871,54.952,9,360.12,5
28.132,770.59,50.34,268.27,38.953,274.22,14.291,138.36,420.94,52.661,30.08,35.25,269.9,186.24,79.973,206.3,90.805,34.969,129.79,9.0663,54.122,28.678,84.166,62.414,222,16.622,77.891,43.636,18.485,22.653,94.052,76.234,23.099,280.74,200.39,83.537,22.476,27,94.871,27.115,9,358.19,4
27.269,776.4,38.723,261.77,37.875,266.43,13.907,133.08,407.42,51.192,29.35,34.394,287.85,179.66,76.652,198.61,85.876,33.526,124.35,8.8123,52.147,28.109,79.119,51.277,215.22,16.471,76.135,42.24,17.828,21.687,90.316,72.282,22.464,267.19,194.33,79.973,21.67,26,92.935,25.859,12,315.59,4
26.494,793.82,67.765,260.18,37.17,258.69,13.586,130.7,391.76,49.8,29.204,33.321,297.28,173.46,73.56,191.38,84.664,32.31,119.25,8.6315,50.265,27.553,74.437,58.723,206.61,16.441,76.05,40.913,17.354,20.779,86.964,67.963,21.936,255.57,188.46,76.61,20.911,25,92.935,24.681,12,187.81,4
26.113,714.44,296.23,271.37,37.099,276.37,15.17,137.28,386.63,55.165,29.834,33.41,297.84,172.84,71.223,186.03,103.71,31.65,115.76,8.5878,65.802,30.607,69.992,78.842,217.33,16.586,80.226,45.302,17.208,20.026,84.815,64.342,22.396,255.57,189.75,73.789,20.399,19,90.999,24.982,12,327.21,4
25.658,1136.5,482.1,271.78,37.238,286.09,16.261,149.37,394.05,61.686,30.556,38.21,305.64,173,70.276,183.06,114.97,31.213,112.86,8.5992,83.745,34.262,65.436,88.223,233.52,16.68,83.524,50.582,17.046,19.447,84.343,61.217,23.453,242.02,195.05,71.74,21.079,20,110.36,25.65,9,462.74,4
24.979,1196.5,309.78,264.07,37.077,291.93,16.195,158.81,402.2,63.157,30.682,42.682,290.02,169.62,69.651,180.08,117.38,30.622,110.03,8.5812,89.065,35.228,60.615,80.95,236.11,16.562,83.347,52.065,16.88,18.812,84.058,58.205,23.868,267.19,195.73,70.259,21.804,21,108.42,25.282,7,526.63,4
24.249,1303,81.318,255.3,36.603,297.99,15.608,162.97,406.71,61.37,30.221,44.892,281.52,164.62,68.958,178.3,115.56,30.169,107.04,8.497,87.124,34.45,54.696,66.383,230.17,16.291,81.16,51.494,16.782,18.283,84.708,55.054,23.522,294.29,191.73,69.514,21.66,22,106.49,24.138,9,526.63,3
23.555,1202.3,125.85,248.04,35.989,301.96,14.946,163.13,429.32,59.018,29.501,45.137,286.88,165.9,71.862,187.63,112.35,30.442,105.65,8.3392,83.342,33.174,51.763,62.787,220.02,15.962,78.863,50.284,16.827,19,90.567,53.79,22.857,348.51,188.97,69.047,21.329,21,104.55,22.699,9,757.03,3
22.895,1148.1,238.15,241.63,35.352,301.85,14.345,161.2,450.72,57.06,28.875,43.714,305.47,168.49,75.363,194.31,108.84,30.945,104.26,8.1198,79.136,31.863,49.701,75.68,211.5,15.649,77.105,48.822,16.772,19.346,94.937,52.499,22.205,348.51,188.1,68.859,21.595,17,98.744,21.35,12,625.38,2
22.246,981.63,120.04,235.71,34.723,297.64,13.955,158.35,461.09,55.236,28.468,41.339,318.36,167.38,76.888,197.95,105.67,31.089,102.75,7.8562,74.47,30.562,47.714,91.942,201.26,15.322,75.883,47.111,16.72,19.265,97.218,50.913,21.666,321.4,186.64,69.153,22.335,15,98.744,20.409,11,435.63,2
21.695,1568.3,170.38,231.56,34.117,290.21,13.75,155.09,472.75,53.711,28.162,38.752,327.23,166.37,78.751,202.7,104.15,31.102,101.2,7.5663,75.156,29.542,45.894,88.494,191.34,14.962,75.568,46.011,16.786,19.464,100.46,49.682,21.246,294.29,185.43,70.102,22.917,14,98.744,20.121,10,445.31,2
21.095,1293.3,174.25,225.72,17.28,280.66,13.639,151.5,479.1,52.491,27.727,38.264,325.87,165.71,79.802,202.81,103.39,31.141,98.997,7.2569,76.998,28.847,44.469,73.738,184.02,14.549,74.495,45.005,16.663,19.487,101.47,48.561,20.931,267.19,183.48,70.669,23.003,7,94.871,20.594,15,484.04,2
20.418,1477.3,110.36,112.94,16.87,270,13.561,147.33,475.62,51.085,27.022,38.434,299.66,163.93,78.879,198.11,101.56,30.992,96.068,6.9337,75.315,28.163,43.379,62.236,177.25,14.081,72.251,43.513,16.333,19.152,99.969,47.134,20.65,255.57,179.63,69.763,22.593,10,47,21.549,11,480.17,3
19.698,1167.5,114.23,109.45,16.399,133.23,13.368,141.81,463.36,48.442,26.044,37.993,265.19,161.1,76.668,193.32,50.666,15.73,92.747,6.6035,69.456,26.872,42.417,56.245,86.032,13.572,35.842,41.008,8.2038,18.835,97.129,45.42,20.297,132,173.7,67.624,21.859,11,45,22.326,9,462.74,3
19.011,902.25,55,106.13,15.92,127.44,13.019,70.061,447.81,46.981,24.951,18.993,225.54,81.73,38.304,188.44,48.167,15.335,46.327,6.2815,66.863,13.554,41.47,26.955,82.337,13.073,34.508,39.554,7.9492,18.389,48.605,43.707,19.842,132,168.57,65.533,20.919,12,45,21.33,7,466.61,3
18.375,366,47,102.86,15.424,122.03,12.684,66.804,432.21,23.527,23.894,18.404,112.52,80.931,37.336,186.96,45.533,14.955,45.06,5.9766,64.229,13.23,20.866,23.958,78.925,12.594,33.343,38.177,7.7152,9.3899,47.388,42.498,19.31,132,84.739,64.001,20.124,11,44,20.325,7,466.61,4
17.872,375,36,99.627,14.917,117.04,12.361,63.708,215.53,22.855,22.964,17.978,113.23,80.11,36.598,192.87,43.189,14.571,43.962,5.6914,61.475,12.932,20.219,20.136,78.226,12.137,32.278,36.866,7.4786,9.4901,46.326,41.445,18.787,152,82.508,64.356,19.348,11,42,19.392,8,197,4
18.202,346,28,96.493,14.412,112.43,12.107,60.823,207.69,22.237,22.324,17.499,116.87,78.267,35.623,196.89,41.059,14.148,42.916,5.4268,58.726,12.655,19.56,19.008,78.159,11.707,31.232,35.631,7.2451,9.4392,45.06,40.502,18.353,166,80.215,65.63,18.641,10,40,18.541,9,188,3
18.282,488,20,93.541,13.923,107.97,11.844,58.19,201.19,21.645,21.791,17.045,115.06,76.554,34.682,200.28,39.039,13.796,42.187,5.1827,56.018,12.386,19.255,18.048,76.707,11.299,30.215,34.446,7.0301,9.391,43.846,21.093,17.932,159,78.116,66.82,18.066,9,39,17.772,7,165,3
17.969,365,23,90.892,13.461,103.83,11.559,55.95,195.07,21.124,21.148,16.674,115.97,75.29,33.733,202.97,37.305,13.531,41.557,4.9588,53.453,12.151,19.18,18.05,75.327,10.91,29.312,33.317,6.8596,9.427,42.662,21.385,17.522,152,76.269,68.042,17.653,9,38,17.104,8,154,3
17.639,316,35,88.328,13.028,99.885,11.262,54.118,188.89,20.612,20.434,16.265,116.85,73.896,32.688,201.01,35.694,13.405,41.447,4.7533,50.315,11.916,19.484,19.046,74.037,10.537,28.403,32.155,6.7478,9.3655,41.412,21.497,17.096,152,74.439,68.425,17.277,9,38,16.507,10,143,3
17.436,369,50,85.972,12.634,96.079,10.97,52.518,183.11,20.122,19.817,15.69,109.58,72.641,31.792,197.16,34.263,13.629,41.964,4.5655,48.372,11.688,20.175,20.956,72.137,10.184,27.532,31.198,6.777,9.2416,40.398,21.65,16.647,152,72.653,68.491,16.861,9,37,15.938,9,138,3
17.305,317,60,83.931,12.27,93.34,10.713,51.101,177.69,19.856,19.385,15.278,105.73,71.634,31.525,204.5,33.545,13.987,42.927,4.3939,46.792,11.577,21.272,21.996,74.942,9.8482,26.757,30.434,6.9618,9.6002,40.243,21.825,16.22,166,71.133,69.064,16.426,9,37,15.3,8,128,3
17.091,189,70,81.827,11.927,90.705,10.463,49.795,172.77,19.641,19.093,14.864,104.16,70.919,31.469,214.87,32.788,14.153,43.686,4.2377,45.34,11.488,22.373,22.954,78.328,9.5315,26.104,29.72,7.1121,9.8362,39.998,21.707,15.805,187,69.877,74.23,16.037,9,38,14.717,9,138,6
16.749,233,63,79.687,11.602,88.769,10.207,48.492,168.43,19.307,18.819,14.437,106.79,70.315,31.113,219.79,31.889,14.179,43.922,4.0967,43.786,11.332,23.282,22.994,78.249,9.2327,25.54,28.931,7.2049,9.7823,39.388,21.219,15.398,180,68.59,81.568,15.734,9,37,14.145,9,139,11
16.312,274,51,77.605,11.294,87.226,9.953,47.122,164.19,18.921,18.474,14.003,118.39,69.199,30.396,220.88,30.96,14.251,43.518,3.972,42.234,11.144,24.164,22.908,76.684,8.9528,24.954,28.114,7.2201,9.6631,38.465,20.421,14.991,180,67.207,87.309,15.43,8,37,13.579,10,145,9
15.83,355,43,75.618,11.004,85.637,9.706,45.694,159.33,18.567,18.03,13.505,117.27,67.815,29.501,217.74,30.053,14.384,42.53,3.8673,40.78,10.958,25.011,20.994,74.357,8.6959,24.306,27.321,7.1274,9.5306,37.348,19.559,14.589,180,65.767,90.072,15.061,8,36,13.03,8,145,7
15.35,250,33,73.723,10.736,83.797,9.469,44.231,153.18,18.253,17.5,13.031,116.51,66.122,28.537,108.74,29.148,14.405,41.168,3.7899,39.376,10.776,25.541,18.954,71.963,8.4721,23.625,26.548,6.9363,9.3234,36.116,18.643,14.2,166,64.32,88.813,14.634,9,33,12.511,7,145,5
14.899,345,26,71.965,10.5,81.685,9.248,42.747,145.69,17.936,16.948,12.547,111.14,64.305,27.575,103.63,28.286,14.222,39.68,3.7535,38.028,10.589,25.501,15.998,69.002,8.3,22.976,25.807,6.6872,9.0097,34.839,17.708,13.834,152,62.823,43.756,14.183,9,30,12.023,7,145,5
14.439,252,18,70.516,10.311,79.366,9.033,41.233,137.36,17.605,16.439,12.081,105.95,62.457,26.652,98.29,27.501,13.853,38.249,3.7843,36.69,10.4,24.926,13,65.797,8.2164,22.469,25.091,6.4223,8.6359,33.605,16.904,13.479,138,61.251,41.144,13.734,9,28,11.598,9,143,3
14.007,203,14,69.422,10.198,77.631,8.964,39.67,131.13,17.312,16.065,11.669,104.66,60.876,25.906,93.506,27.061,13.39,36.894,3.9317,36.982,10.24,23.943,10,63.016,8.2972,22.333,24.81,6.1728,8.26,32.625,16.163,13.145,125,59.767,38.677,13.408,8,26,11.226,8,139,3
13.591,252,15,68.447,10.194,75.564,8.86,38.168,126.08,17.025,15.804,11.353,105.58,59.367,25.333,89.582,26.469,12.864,35.651,4.2308,37.541,10.087,22.807,7.0022,60.553,8.5614,22.116,24.619,5.947,7.9257,31.817,15.483,12.821,113,58.315,36.506,13.13,7,25,10.857,7,139,3
13.252,303,11,68.429,10.374,73.91,8.67,36.791,121.77,16.69,15.745,11.078,103.29,57.919,24.75,85.746,25.786,12.362,34.509,4.7885,37.105,9.909,21.65,4.0483,57.496,9.1212,21.729,24.189,5.7345,7.5875,31.097,14.854,12.509,106,56.801,34.591,12.812,7,24,10.474,6,141,3
13.537,262,12,71.588,10.911,78.324,9.434,35.721,118.51,16.518,16.551,10.934,101.38,56.626,24.252,83.214,25.66,11.894,33.649,5.8473,36.631,9.819,20.827,2.0523,55.516,10.328,21.42,25.191,5.5549,7.3397,30.544,14.306,12.349,101,55.536,32.718,12.525,6,25,10.213,7,138,4
14.092,373,16,80.945,11.86,85.105,12.088,34.94,115.67,17.052,18.805,10.962,99.976,55.617,23.731,81.593,27.695,11.455,32.83,7.5557,38.936,10.114,20.136,1.0944,53.78,12.419,21.206,27.143,5.3817,7.1287,29.914,14.386,12.375,101,54.344,31.495,12.585,7,26,10.628,6,136,7
14.168,318,19,84.207,12.793,90.044,13.434,34.259,113.03,17.611,20.892,11.036,98.541,54.577,23.155,79.764,28.836,11.045,31.922,9.2718,41.512,10.421,19.369,2.0086,52.24,14.364,20.913,28.324,5.1998,6.9001,29.165,14.568,12.303,95,53.058,30.436,12.779,8,25,11.083,8,165,18
13.937,221,18,83.058,13.386,95.521,13.102,33.608,110.43,17.621,21.574,11.153,89.879,53.343,22.521,77.745,29.014,10.661,30.96,10.527,42.042,10.435,18.607,3.0944,50.692,15.447,20.53,28.764,5.0104,6.6455,28.296,14.496,12.07,95,51.694,29.504,12.802,10,24,10.985,9,209,16
13.774,249,12,81.447,13.692,101.1,12.143,33.313,107.88,17.408,21.441,11.314,82.382,52.022,21.849,75.6,28.818,10.302,29.998,11.238,41.755,10.32,17.964,6.0523,49.187,15.864,20.201,29.099,4.8219,6.384,27.369,14.566,11.803,95,50.314,28.609,12.722,9,23,10.494,9,200,14
13.939,98,8,80.519,13.85,105.12,11.251,34.495,105.41,17.308,21.623,11.401,83.331,50.716,21.186,73.277,28.567,9.9678,29.074,11.49,41.549,10.206,17.439,10.048,47.809,15.989,20.227,29.362,4.644,6.1368,26.485,14.684,11.977,95,48.968,27.622,12.747,8,21,9.876,6,185,13
15.939,229,4,79.638,13.922,106.83,10.858,40.803,102.96,17.29,22.778,11.328,84.718,49.707,20.704,72.096,28.336,9.6632,28.216,11.407,41.204,10.079,16.959,15,46.502,15.989,21.284,29.327,4.4859,6.0265,25.868,14.565,17.147,89,48.367,26.574,19.298,8,19,9.376,6,163,10
17.3,166,50,78.228,13.898,106.26,10.743,49.722,100.51,17.188,24.528,11.104,93.674,49.518,20.284,70.808,28.115,9.4035,27.531,11.095,40.169,9.907,16.492,19.954,45.372,15.84,22.234,28.849,4.3543,5.8949,25.285,14.254,21.683,89,47.926,25.54,26.701,8,17,9.225,6,141,9
18.349,139,96,76.4,13.761,105.44,11.013,57.818,119.93,16.998,26.301,10.806,102.2,49.635,19.915,70.914,28.005,9.2094,26.955,10.641,40.321,9.729,16.027,23.993,46.036,15.524,23.033,28.241,4.266,5.8176,24.801,13.826,23.92,89,48.463,25.111,30.069,8,15,9.612,6,143,8
18.751,242,195,74.25,13.499,103.43,11.291,64.113,138.85,16.743,27.382,10.715,99.076,49.274,19.54,71.605,27.912,9.1178,26.389,10.1,40.406,9.559,15.582,27.904,49.211,15.048,23.614,27.483,4.2028,5.734,24.259,13.312,24.066,89,49.01,25.781,30.513,8,15,10.522,6,143,7
18.864,271,151,71.969,13.116,101.25,11.398,69.18,146.47,16.409,27.386,10.682,97.376,48.547,19.087,71.829,27.71,9.3556,26.273,9.5108,39.572,9.375,15.592,29.902,51.657,14.459,24.415,26.413,4.1891,5.6079,23.674,12.777,24.112,101,48.752,27.049,32.809,8,16,11.697,7,150,5
19.024,579,120,69.774,12.657,99.253,11.208,73.161,147.67,15.969,26.631,10.774,93.526,47.586,18.599,72.201,27.273,9.6612,26.249,8.917,38.29,9.147,15.735,29.945,52.605,13.869,24.969,25.474,4.1702,5.5082,23.105,12.169,23.734,106,48.208,28.629,36.211,7,17,12.478,7,139,5
19.717,562,76,68.192,12.215,97.172,10.879,75.552,146.15,15.688,26.075,10.91,87.725,47.444,18.106,72.671,26.563,9.7691,26.497,8.4135,37.83,9.014,15.738,28.906,53.946,13.511,25.28,24.685,4.1448,5.4946,22.546,11.85,22.855,119,47.806,29.781,38.231,7,18,11.889,7,134,4
21.136,503,63,67.132,11.806,95.168,10.776,76.697,143.24,15.448,26.324,10.906,90.824,47.326,17.632,71.823,25.771,9.8327,26.703,8.0601,37.449,8.896,15.686,25.996,55.109,13.459,25.397,23.971,4.1273,5.4342,21.979,11.573,22.29,132,47.561,29.766,39.113,7,19,11.344,8,130,4
21.76,531,32,66.015,11.443,92.497,10.651,77.036,139.45,15.206,26.922,10.738,85.749,46.518,17.177,69.712,24.98,10.031,26.595,7.8934,36.73,8.767,15.728,22.998,54.917,13.743,25.356,23.269,4.1371,5.2937,21.404,11.258,21.908,125,47.146,28.83,39.374,7,19,10.823,8,128,3
21.768,335,29,65.415,11.144,89.22,10.436,77.019,135.2,14.947,27.666,10.46,81.665,45.338,16.744,67.105,24.224,10.362,26.198,8.0051,35.633,8.626,15.927,19.954,53.416,14.576,25.21,22.546,4.2469,5.108,20.865,11.017,21.708,125,46.397,27.515,39.054,8,19,10.332,11,123,3
23.367,355,28,66.836,10.952,89.887,12.213,77.505,130.79,14.7,30.079,10.135,85.078,44.337,16.38,64.561,23.591,10.947,25.691,8.6143,34.367,8.494,16.239,16.002,51.242,16.57,25.156,22.261,4.6215,4.936,20.525,10.816,23.134,119,45.585,26.165,39.002,8,19,9.892,10,117,3
